address,tranAtt,refundAtt,diff
0x12b49e191606db0b5f5bb8540e55a9792c0ffcad,39600,39600,0
0x45394116e4f2e8c3685ab9d169380d2d6d1d2d4a,1759.5285906,1759.5285,0.0000906
0xb18fdf715789db326c0f3c5b33d500ccf2ebc5ad,26334,26334,0
0x242765fea89bb61a4f4abc555334245226b2f3af,15180,15180,0
0xa5672718d3d82c4c9d1eb5754566075fa4687817,2640,2640,0
0xce7c6b782637d844ebb12eb87b15544c4ec0ce1d,6600,6600,0
0x92172bdbdd6fe5b6fdd15dca70e03883d1943678,4752,4752,0
0xae0bf847620f23923bd4c4d6c83536d61ffa7fa2,6600,6600,0
0x04ae2ff50bf6437e3d854acaff41548648dc954d,6600,6600,0
0x419d7b7a74e2e218db399b927fee63d312d793a7,6573.6,6573.6,0
0x2a83de1b989a7adfbf44beeec4ec61cf109d5d4e,19800,19800,0
0x2a7e1c4c4734e720b0c7057753d7d985043ea3fa,2838,2838,0
0x40d4aad72c0a8e271663ef0049e816125dd5fb67,21120,21120,0
0x78bf0dfd367a27998a90aa0637b189015c0f9617,30736.2,30736.2,0
0x09723e22c289dbeacb7e90b04c745394a83d0b86,1326.6,1326.6,0
0xce9852444b734ba77d2e921b159f7ece505ebfd5,16830,16830,0
0x299b373c3a3457f8488404b314b749589d58b3be,19800,19800,0
0x55a5b9f849f9f3766864559f701bc8e5086bcef3,877.8,877.8,0
0xeffac488953982ae1a8856e42a8fe3c9f5d174d3,13200,13200,0
0x31686a5841d83b8f4898f854bf4bb8fa17db06ba,2640,2640,0
0xfe97a5d5518c6321ed67ed051af8bf8dd5a1c306,8580,8580,0
0x8541b3c4516d51e0018568a6cacd962a214230c5,2640,2640,0
0xa77ea6eca6f8ab076270cccda2dab6275f6f175f,8580,8580,0
0x165270e39c2e18c44e8e0d08fcf2a48a1f02fc59,5940,5940,0
0xa867f96d53b17286f4b84fb98e0f1dded459f982,6600,6600,0
0x9847288c020f184865794137aa1f94e50d72c4a1,3234,3234,0
0x39b2c0ed38352d65d35a903bbb3cd943b39fb8c0,1544.4,1544.4,0
0x961fdebd28d792a2da9fcb128bdcfcc33635e179,14520,14520,0
0xb3f6817cf10348ddfadf87a17943f19a424f9436,46530,46530,0
0x201a52fd4b96b0ab999d1c6a0ffd222b09c0cea6,6600,6600,0
0x3b3d13ce8ef8e3d0629d8147495e8422bb2e000a,2081.112,2081.112,0
0xd862cfe64410283236cc529e085c12ea6ec60607,3894,3894,0
0x8c131e27b56883606cbe762b37be1f96e654264f,2488.2,2488.2,0
0xd421838a42bb009f7982ea6216d84b9c11728b19,309540,309540,0
0x534648ff47d2bf6fff7033ecac5812e0e3cd02a2,2640,2640,0
0x8b483e7e98409302a9908250084b79ed201526e9,19800,19800,0
0x70172d7da6fa2eee573a2a1eb9fa5cd1d3f0b432,660,660,0
0x4a112595afeb5a2271cf5ee9279ba33470df1ee4,7920,7920,0
0xfccbe6f6f2e42bbcd5d6fecc1ad2184a90cb734e,66.66,66.66,0
0x55a32782ef6aba4a387e449a363b0fe9b4d2032f,3300,3300,0
0x2049de4de5e206a991ca8b1fa5c5d5115f9e22c5,1320,1320,0
0x45a329b2652b1166b0655aedff13850e5c01b202,1320,1320,0
0x51a1be13381e05bbfdd5b0b4c2de6ebc03c5c3a6,660,660,0
0xf04e8baad6bb2caecc9fc8b5592d90d1c0495694,16236,16236,0
0x5d31ece3cee3ade0e151a464d70b9a83710fe04a,2040.258,2040.258,0
0x49b1c6480ba1e332bebd03e749c0de544fb46be7,9900,9900,0
0xfbb06f475d9ed6ce3229f6bc363557b5519d4e7f,646.8,646.8,0
0xf57c409719451c224c25e02160de7b3a39d0de55,3524.4,3524.4,0
0x87fbc0b26d6b39c838e7337cd9e0203da68d24e2,3300,3300,0
0x24a176e9dd36c0156d419028bcba6a4170cf2f5f,3135,3135,0
0xec5134590b59a2c279b4a616b446fd88d6b0cfcf,3201,3201,0
0x0c258e0b2b9be3d980d1dd09bb25ddb303101142,33627,33627,0
0x28918357da4de97dbf3adb205e7ea18be1ff762d,1273.8,1273.8,0
0x5495b4ebe607ed2669f9e63feaa19124faf56446,660,660,0
0xcf927446d29153e80017f53f58616e435dbab7c1,13398,13398,0
0xc36cb24f25b9a8622cf69c459b8006285fbbaf85,578.82,578.82,0
0x6f0ac120b5aede7b4bce0922d4984bfcc24858f2,19800,19800,0
0xf01d31be3d151b1dea1ca4508ca6a28eb3fe94a9,5280,5280,0
0xdee0e5140dd660ce712bdd07fba143af80231220,1188,1188,0
0x049f73c8139a0f1ca749852eb57177154c83fb54,3685.1723568,3685.1723568,0
0x8a767ea9f26a29ff18d1de9801302e90452c4812,660,660,0
0x2a53a0fec55ad01042c139e517b6c364073b2831,2970,2970,0
0x81cc65f9c675ef032f1e3b4512949c1e1fdb645a,4620,4620,0
0x2a88daa1598fc96bf9362359b41cedf16b0bdfa5,1980,1980,0
0xaa6e05ff94037f7854b39aadff37c385e262b919,990,990,0
0x7a23aa37d5070b30d16b3113721c0ee9186e7bbe,54318,54318,0
0x348ebaf772d8b4529d3831a523f8669b8c87eac4,1320,1320,0
0xd2a75f1ebb6ed6919277401a2e3fd6e3d828e086,15609.594,15609.594,0
0x2ac3f94d54bf3762f392cdde06d036c98d3c9ee8,19800,19800,0
0x06dceb7cf859093467ad75d8c4693cdb45c8ded2,3894,3894,0
0x08ce17567c172a8823bb09f410780481cd5033db,10560,10560,0
0xe3b5e8c35cbbbdaa3dd973360fce9d8f3e61b5cc,1958.22,1958.22,0
0x38c09b946772bdd2f92f4d65033b2d8a1239cfe8,627,627,0
0x74f6000c416e19c8ada300eaab43690baf747d56,3300,3300,0
0x118f8010077a0800b7a038baf8df2552c8512f42,8415,8415,0
0xb38616308e2e743f47533b8f18ac0c46f3421adb,9240,9240,0
0xe7f8712552ba0be7e659b41d9b5f146f5f745224,6573.6,6573.6,0
0x827b37f62b44b0061e5853696ff23d72fbac8861,2640,2640,0
0x089ffdde1f37b0f377b29be06f4dc9f8c75d75d6,1320,1320,0
0xf529fc0b0dd502de5f1844de0cdee01e8ea43503,1320,1320,0
0xd8f5bff4542c8eadcf96aa8803208e5c5b0f569d,14520,14520,0
0x121231fa85c0453947732b1e902dfafa04c71563,772.2,772.2,0
0x33e47861ec0716d9c11cd862f0742f190a51b295,1425.6,1425.6,0
0x40a0d2a44f29998a0eb3b3355e09c6404b17246e,3630,3630,0
0xf23b127ff5a6a8b60cc4cbf937e5683315894dda,33000,32340,660
0xb57f45ae9443f193cda2388066517b8b1fb36089,2851.2,2851.2,0
0xa6c6171c80380050f2aaa8d7dfc9b4c3ff72e121,5940,5940,0
0x07635e384558345376f0dd9fe24240e5dc4dd5e5,19800,19800,0
0x5270ca0e84d1e2deb824a797b4b8c9ca088b08e0,11220,11219,1
0xe49ecc99ca13ebe0773dcb48987bb48ce61aae07,7920,7920,0
0xe81200d260c79be68c0a29876660bf97615bfcc3,623.7,623.7,0
0xfc2ff6c31c3a4cd32e193cd61ad376cc818f32e1,7590,7590,0
0x8219fae0cb0e0fb75a3642a1593abd51612a2d4d,25740,25740,0
0x6b89a07261b0100c83a34f2fb2e4c9079ca31287,3696,3696,0
0x938cbbb6d34fd4cb92d6337270513da3348f6cb3,3300,3300,0
0x0451d1f94930a76537f454cb54998508b1e287b1,858,858,0
0xe63d1a957e21fcd6ab81993b5eadabc806926da2,792,792,0
0x7decccf512c9bfec62babdd00352ec81184d7e33,6468,6468,0
0xeb6b552789cd82140fe49440b79c599140efc3e7,19793.4,19793.39999999,1e-8
0xee254384f42b3c70d0367bcbcb906eed5c443aeb,2640,2640,0
0x793d23ef0785f8ee61d5dabe13c51271b4e7fde6,1584,1584,0
0x1b29291cf6a57ee008b45f529210d6d5c5f19d91,4686,4686,0
0x296158a8f9238fd6e335ab10c293b895d65bde0f,15720.342,15720.342,0
0x2decf8bdb99c83c21af69bf7f9e6bd61c8c83138,6600,6600,0
0xa6221682cf4dd31ea747f547112b6f181c9cdf7d,1273.8,1273.8,0
0x4960f6c4c99b56f685d54819f48fc6ab35e8aa08,990,990,0
0xed3a555df4b301ef9929dc40ce63a058b0bf6839,1966.8,1966.8,0
0x9595647449661ef9128b9a1791bb2792efec1406,648.12,648.12,0
0x1e30c6f4f0bc85c438f5c4cd17b7c13493819174,660,660,0
0x5f9dff2f06a4e4a311ccf9c08b4dbd4c66178fd2,660,660,0
0x27ea61f155fbf252e3a2dbfed84c7a571f055ba7,660,660,0
0xda16e78876d535687231a4bc80314b0f13ffb258,726,726,0
0x8e38afd1a55d0795c7459caf6015c013cfc9a4de,7920,7920,0
0x84d2d6e93167c703c581749a0333830a1cfae62e,5940,5940,0
0x56b291561714906e74023b36ef0ee322ec218f90,8580,8580,0
0x32177fad9d9be4dd10ce0281879bbbeddf2f6575,6600,6600,0
0x4b822477b3835d3afb4fd0d3d7d6ec5ca63075e9,4950,4950,0
0x3019225e2fb3a6639cefc33eac49465427c0acde,3960,3960,0
0x6e6913c4edb2420f8bca37381b50142b9fb877fe,6600,6600,0
0x0cc1f2e9897fd1dc9beac945c9e485c08d1758ca,2607,2607,0
0xa291c2b4607bd1de3886b12925520a9c90a4209f,1285.746,1285.746,0
0x67b3ffefdf47c6c9561f0692ce2d83ec27b87b5c,4290,4290,0
0x7b52674eeaddce1a926d49fd3f594711d9cd29d3,15180,15180,0
0xee933cf3a25c08b67a7602123df8ff8782a527f6,2574,2574,0
0xa02cdbdb7e2b9031a07fa2539e15695a809ee020,25938,25938,0
0xc86742607f712394ac5bcb78c39c9b1396d00777,13200,13200,0
0xf1f56a5a6e9acf0cf316da9f2dcfc7312f4caba9,6534,6534,0
0xf55d2fe47762045b2ca0be45eefd65626fdf17dd,3300,3300,0
0xc726b0a2fd88a347be65a02c2c89f5356511440b,1320,1320,0
0x3c579133c724d42a557b3b8005c369d89a5d8bc7,1300.2,1300.2,0
0x5e2142ab532679654f97598f21ef230be8dea0f0,1320,1320,0
0xb559dd0dc42963ba7064c4bd2edfe65ca1167137,13134,13134,0
0xbbed43a9e00859d23cb4c3cbfceb5a45f06be36d,11088,11088,0
0x2404a54d8b03b307d5c7b3ab0c425eac658fd496,1834.8,1834.8,0
0xec7fe1bbbc4955836bd54d23088a91e5b4b32b77,14520,14520,0
0x2029d2126b7f9cd90a6b7e3e5546f4a2fba4e92f,9900,9900,0
0x669a7ec3c8404a3bfb32c3cd20bc430b607c0c21,13048.2,13048.2,0
0x04aaa2ee21b88efa654512566ae2be8af39c3de0,5280,5280,0
0xf006334c3dc0987dcc7818381b963e2d51fea776,3300,3300,0
0x721d6decba0fa5fbb9830704fb4d7ed1fba6e29e,9900,9900,0
0xba3f517b21a8438a17b22b7abb89c8a62c837986,66000,15160.3722,50839.6278
0xdf7117bf73131db0e1bde2f43a13796ee2f15582,3300,3300,0
0xb13c02d672d8339a263338a9468968370231523d,21780,21780,0
0x756761acef35a54b948cc605af0d8e9f48973682,13200,13200,0
0x5e85f120452e4da9e9c5dce0cbefbaf6780ea975,6600,6600,0
0x02041458783b6a2b24828f3db9ef66029d685bbe,726,726,0
0x1793e849621a4816ac16d57cd3fb6775a854af99,627,627,0
0x63f3647595e9a6c90163daf6adb32015eb86bf02,11880,11880,0
0x94ac599c9a0920f7a356eb68a92b29bd7a68c1dc,6600,6600,0
0xbb745cc21059539a39dab6ba59491837b16fbe54,316.8,316.8,0
0x794a1371329393dac21e9b7190f65930eeaf550e,1320,1320,0
0x8b33ad44d8480b63dbc6a9696b05ed86f35f1df3,6600,6600,0
0x06f67c903c9952acd28c24effb6bd5617deb8b45,15180,15180,0
0xb957c2142a26604ea8508c9f39d145381a8899e9,22440,22440,0
0xcefd682276a35b8affee537f733616f01101384e,2772,2772,0
0x96d9cca8f55eea0040ec6eb348a1774b95d93ef4,46200,46200,0
0xc8bccdc356e6c095bab67f965a41cbaa4769a647,1656.6,1656.6,0
0xc705b9ea2d24ed19577293482ab8bbb3dfe52175,6336,6336,0
0xce3b2f49af5155632eb1eaf75437128dd76311d0,2542.584,2542.584,0
0x7454a357c283429a094d4bd7ea4de60e16a78579,1320,1320,0
0x4fda5c746239de18e34a97270672ff97e8316a4f,20856,20856,0
0x3da78ca393937a8684f225417561f58c8401c5dd,26400,26400,0
0x744b2ed683a0ac9d4dc0d6d127d359a717d399ad,32142,32142,0
0xab98af7b4f985b0b6340f710ffe682c007e95215,52707.6,52707.6,0
0x09a5dda721f3ad770d1a3a0f1092b6f7eb5abe39,1518,1518,0
0xc4b1abec2c76f6c86c66796934aaf5119660e723,13200,13200,0
0x612935a7f0119005f69e5ebdc3ef753e1671c7b4,13530,13530,0
0x5509fa7c19f7d66ab66ef29b87e4b7e860208e9b,59400,59400,0
0xb6a6039c7c4485e29c55a25c23ec5186a5e0eb2f,1650,1650,0
0x43b687b0a11718730c562ee32a103d93bfe458bc,46200,46200,0
0xd6875d700d73a65c49b103782e5c99d0e5535a02,3993,3992.99999999999,1e-11
0xce855cd625a5c04f93998c80e4388c8c11832ad7,3709.2,3709.2,0
0xcc539790167b46503652239664f2a30a2d279917,10886.7,10886.7,0
0xb93dc3bf51d7760369067ed4a2f44ac6d2a51833,660,660,0
0x1a88f8c1dcc5c1d4bed42b73ad8b2c7dcb0fb786,3108.6,3108.6,0
0x3a59e5f2ac46d41f6dbfb3c3d1b5e65d6455d64f,660,660,0
0x0718736ed41b591855389db280093509d148a86c,3300,3300,0
0x9defee43b1dc01a4f8c67226e6ad911164806eb7,1320,1320,0
0xd41967279cf79479f39f626d4ce0216b36721d9a,1320,1320,0
0x5988659fb9da04b7d24cca9533c55982efb7d4ec,35640,35640,0
0x70e9c024e74012ad59f14a008056111d8f95b601,1320,1320,0
0x6bac0a32a280114584c8d4d69ea5c579228449c4,6600,6600,0
0x2e6b90ce3f2796d41a9ddec266e307046ff94f70,19800,19800,0
0x8d87e5f50934931041b6d434bbd0b90b1a6a11d0,6600,6600,0
0x8ecb24c85bfef902a379ae28dcde7755c00d2c7a,1108.8,1108.8,0
0x3f53d7422ee77809bebfab45461b9b967acf6e32,1298.946,1298.946,0
0x2f8a15e92e38abbb7f712162150b7dbdf3118d0b,4620,4620,0
0x088c4a4a8a8fab074ad5d3ffa5cdd481997dee4d,47520,47520,0
0x1ea82b54b43ae001d2efd1ff74f46cb1f0be63d2,3402.3,3402.3,0
0xa1e94a7351fc0ffe7da4666dcb50043cd8f1f5b7,6204,6204,0
0x1cd7ac2cf5644f1ad350d828679d609ffde0d69f,1311.42,1311.42,0
0x8dc682bbbd05159345842b811b5ffc02e86b51ca,745.8,745.8,0
0x8ea1bb8aa59258bfd4688196cab3bbfb3c699345,6600,6600,0
0x538cc6e32c48673d10330a138b8454ff23ba6d1f,1320,1320,0
0x08bafb4400a102dddc5e5d584abf0aa38e174c57,2640,2640,0
0x021e4f390c8d4301ac3ca851f07e9839a8433db4,1313.4,1313.4,0
0xd09a469a042306290716185484e0037a92b4864d,1518,1518,0
0xf31735c11cfb924d01c0018abb34e1eb091cc6b7,3960,3960,0
0x55d38dfa6fd5b4ad218d8beb1cfe3e4a3be62c65,13530,13530,0
0x45c85135ca5603a1fd26db92e6e8a414da10974d,3300,3300,0
0x4cae259563cd4164724576d3f5ef3c749f15913e,9240,9240,0
0x1bf91c9fcc9672b660501c97dd29533557fc0408,1253.472,1253.472,0
0x368d7907b04a3821c7600ef0bd033eb35cd6f739,19872.6,19872.6,0
0xd6c0545ce17c8a170af6c2ad1e52a3f5c77f0370,1980,1980,0
0x2e182495051cfba5cbc64f6d1ca60865f9283997,14424.3,14424.3,0
0x16f047da73497320b8a1b646f9f3deabad39c41d,1980,1980,0
0xf119106ee255610f50a2d33d530b74061a789ed2,132000,132000,0
0xb5331318bf5a573be2f043a91daed22615374f33,6586.8,6586.8,0
0x975732dba1aa17f0bd32b2bccfc663c5433aa1ff,4791.6,4791.6,0
0x879614cf6d5b47ceb1c2212932202e45e31b8e6c,5280,5280,0
0x4b809377db67c3f0462c5c4562b73236668bfabf,19800,19800,0
0x2fddd1b6ccb971f72535a05ce926d90b2dc59ebe,1980,1980,0
0x0d9a8bb3b85392b2e0442defca482d72f01509a0,990,990,0
0x9b86186cb7587b9c53ab394af636c0cbd7ce0c75,11220,11220,0
0xf51900a8bf9730eb654efb217105b1c4f8994ca9,19801.30137744,19801.3013,0.00007744
0x0cb65f3e8cb1aef41dab6b410a742354e2e80c7c,1320,1320,0
0xd6b385d6d028f4c0d4a39f81191d43d23951a9a8,6600,6600,0
0xb99e8b77a7b49629ac881b4f9f0feae13200b07b,12540,12540,0
0xdab0cbcdf33400ec00c5642bbaadca6e7bad65d8,7326,7326,0
0xe94f4d2a6e8d05d9f7407fda721b8667ca545e02,2048.64,2048.64,0
0x2ee578555423836478d672f7eb9ebc3637cde79e,1432.2,1432.2,0
0x74fd94e9cb8ce5317021884fcd787fff9e531e6c,5280,5280,0
0x778b0b2bd55d0bd23d5b7e66e98e27d967d5df8e,646.008,646,0.008
0x5387130c8e7270bb702d5cd4c3a6944a6a0821e6,1320,1320,0
0xcd168163b319992b319cdb29d5cf416899cdff9f,2442,2442,0
0x5bcf9585c13117796a05738db5b45a5378bf87ad,19470,19470,0
0xea5440e251ab4db7a43fe65f1c06bd0b198e1cab,1320,1320,0
0x90da381ce0d0cf512e64c154ea7603cd56c0b7ea,17820,17820,0
0xca78d55f4122d0639f31df3a9746b465073dab30,1181.4,1181.4,0
0x9f402d0cea351ab0194ff86e179e3e36bb24ba12,1320,1320,0
0xc7fb76d905102fbf68a981474bd26e5fa4427790,660,660,0
0x0cc3d80e4060d358196d83a76b0410e16812e4cc,7081.8,7081.8,0
0xa88cb517d8b4fe296a7278b03d1268ac1e71097a,19140,19140,0
0x74ec5515d15fea7700274b7ab4592e15ff3c216b,13200,13200,0
0x0a1ee7bb1f5f5795ceafe0924c38eb04915869b4,19800,19800,0
0x69c1941bffc90e129763b2e3a55fd10a8a2394cd,19800,19800,0
0x784ee824466d42bd0393047c6503a635870af0c0,19800,19800,0
0x29c9861cac7a7a24a5b275cf655281bc511a0e45,33660,33660,0
0x8fb0d87b069e0cac9c052f82a88be3adaca1c0e6,41580,41580,0
0x45cc933821e738d10fbd60e5b222f93098f0cffc,31020,31020,0
0xc99127e44efd45bb8ec5a3fe22451f705c69ab4a,19800,19800,0
0xed95d7318da26920ef542e46d2649465e7ab31d6,1650,1650,0
0xb7c6c0d44ce5fbbdabe0228c4799ace41e4a75a8,19800,19800,0
0x2ca830f762f60194985c0dd54d4622fbbfb4a6a5,19800,19800,0
0x92bbb7696c9389173564534016fbf9ab4b8271b1,2956.8,2956.8,0
0xad73c9dbc6865e18683f64d0d98852304adb7c88,3300,3300,0
0xfbbe59a87dc013e67ee1acc0c9894dbf67ad50d7,660,660,0
0xba1cc10bdc90f312118dca64f5d35a039b340238,15180,15180,0
0xd7447c9d27a219ce0f675abf5d3ead5207063ead,19800,19800,0
0xfd9605e095587020621574a3fa3dceaa70e36af7,11655.6,11655.6,0
0x0164f8914a464bf3b0ff065a517984250cebbaf7,6600,6600,0
0xbd425edb17bd2478f6f59af6a59fefbaa8887a81,1320,1320,0
0xa5b92edcb0f567141fb3bc77ac98e5c824a799fa,19800,19800,0
0xefa0d3b3142b286d7a2ebd4bd8d3978e7964c0c4,40260,40260,0
0xf0900bc13037f775bafa917663250ee61b80134c,3238.092,3238.092,0
0xcd164e36450388c1e5cf0d7b70cb4becab657cd1,19800,19800,0
0xb6d68d6eb9b0e7815c8b50ea0b0652e80bcbdfbc,19800,19800,0
0xe446b2db2ad372356c0687e803bea38913fe360b,6600,6600,0
0x5638cd740986dcac4f2f544c6d3112d5a1a5f4c4,5947.92,5947.92,0
0xfd1b9321c57d2b0b063c390144ae9a77bfb43f54,1650,1650,0
0xa05313704df04f723c82a369166530a2250a3632,12606,12606,0
0xca112f3a2141271539d946878d155332445d4551,1518,1518,0
0x1230d8747d8057e5b54ee14222fb944b5e3bbcfc,19800,19800,0
0xccbc2825e5de7cf1ccce47ce0b7e4c776c749b44,19140,19140,0
0xaaa04e5085d694a1c5345df3ce0a6edbf04a681b,6930,6929.99999999999,1e-11
0xedd8e82d9fd2a18a41b12b22bd785980b5c550d4,19800,19800,0
0xc5efe0f491aeb5d2e03143775f33135be0cb9a31,42900,42900,0
0xb704e78238cec527d025d331c113c93d7db81cd7,5326.2,5326.2,0
0x95a42a3d1ec61db8033a676f3fe6f285ad2381dc,19800,19800,0
0x8f63cfb4b166de87247ab9d6ca4d9df38945a935,6270,6270,0
0x61413367a7c98df57bf235034603046391ee0a61,1320,1320,0
0x742b889d20bf4346d9bd05f709fc55112e811f50,19800,19800,0
0x081a689aae9c5f8d9ffb13f48ce0d7bd08cc8e0a,1584,1584,0
0xab530a444525d5cd2d3e33ef0e4f2fa8494e07f0,3960,3960,0
0xa25e661a3eb3ae58629bc1294ae5adf77c0a1b05,2534.4,2534.4,0
0xaf9d6fbfc46e66f5247816655c4f358ec7a9cc03,1617,1617,0
0x524d3ee27bab3048a7bd93999beae4be0501f82d,19800,19800,0
0x557491b0627e95195410001797dd9279b5da4eee,5148,5148,0
0x72bd3b28a219ec456edd4878587a197df693d432,18985.999956,18985.999956,0
0x95a822434359b6afb9631f79b5665d5599913781,2244,2244,0
0x022c43804df7552ca655d21ae4ef46b807511c07,6600,6600,0
0xf03754f3730920cccebef465e05a3fd801446f82,655.05,655.05,0
0x9e19616b9a2722d3a3e256f8f6ae35832ab1b937,1320,1320,0
0x6d8023a953eaf6a1caf4207cb9540164544251be,7920,7920,0
0xdfca3adddc9055011256c14d7e45372949428276,6600,6600,0
0xeef84203798d9707c61bf62f263990a1c46ed002,10824,10824,0
0xb604be9155810e4ba938ce06f8e554d2eb3438fe,1254,1254,0
0x84baa3ea7f486b5d2cd3583ce389d9ea4a17bac1,2640,2640,0
0x09d7ac7a7c64eea4eeb17802d644d68231755a41,1320,1320,0
0x84071f731a28ff17daa7335db40974cf1967c1a9,719.4,719.4,0
0x24f1575a0c242b6d6e7d5920c9de48378ebdb7c8,1617,1617,0
0xf2f21616752f722986d5946743ec342e9709235f,1254,1254,0
0xfb3ddae4a662939191f36bc68d36ed10a258e117,1914,1914,0
0x4f7c70202b862e1ce8e8f30048ae13f8825332a0,1320,1320,0
0x4e554e4665d95d1657fe349378e5f79723cae157,4620,4620,0
0xbb80bb719b5908a8dca808c00438f834e1922584,19800,19800,0
0x1371663ff4320add21c103c00ce0a2df1b71f8a8,1320,1320,0
0x52671a0aedccf7dc6ab08c6e42b7d71812757727,1359.6,1359.6,0
0x8f60895fbebbb5017fcbff3cdda397292bf25ba6,21912,21912,0
0xaaf6b2d13759a4cac6eaaa463d49ea8df8533d55,6732,6732,0
0xd004131a9ffe288b7c947edc18ccd7a6dea14066,1691.052,1691.052,0
0x49a6f6ab99d41fef52db098d69c70978a5ee2d1c,2640,2640,0
0x8937d230b019c2fa0f69ac553c3d577909c14650,6072,6072,0
0xefb0f0e0b2bb8951d36de253e4681347efd41f27,3346.2,3346.2,0
0xb0e9f6f70103b7b6a994e181b12e603f9c297b29,5867.4,5867.4,0
0x74cecbbab4d5bc3337c1acd1b420e7859714ad17,3894,3894,0
0x95f5311b13bc5b08029aa173a8279be19dd167b1,1971.948,1971.948,0
0x7e963b1a14ab0dc0001a5e3356d99a1c67f9a66d,6566.9462232,6566.9462232,0
0xa43d08ec56e946fbc8d65f29e4cf9f1f2fb1b5a6,8580,8580,0
0x28fc5c6fb33fec0fa4d1b174031ab51ffd363716,2640,2640,0
0xe1529dc4dac1a928cc8873170863a4141a5712d9,660,660,0
0xb8bbdbb24c72fc14966d8ec4a05864240580669b,1320,1320,0
0xf701c7ac5807d0974a59c220a58609fdce55763f,3960,3960,0
0x6ed42aa1c82aaa6ff0151fe184483be99f6e740a,6303,6303,0
0x9ada9affe806d8284424a3a6dd0114e246e9469c,6468,6468,0
0xe4cdd6c3ade138f1dacc70e3589c4653d10bb771,13200,13200,0
0x929c57bddc306357edb10ff43c9b9d259993f8f5,3036,3036,0
0x0ecae2c8a35f68b7c974f4c237ae0919d6ba776b,660,660,0
0x347ba2b93d599d576cf34623fc685a02a968d542,6270,6270,0
0x66038c2bd00ce274084a81a3e773b582048888b3,3927,3927,0
0xa4f0524775f3e495d79807b988adc6b57b8e46b6,1320,1320,0
0x5af10aecea93b94ff4ee5dd973869f6dd108aa32,5940,5940,0
0x99b3b25c1de8ad7f71b66ff370e3e7efda721b35,2659.8,2659.8,0
0x44f92bf6f6f3555a8095bf8b822fd25db0b74d1d,4237.2,4237.2,0
0x429f9eaf4ebb40543b6651ea0b12cd5f91eda75e,17160,17160,0
0x058502bb8348929a6bc40984b4ea7e8ac4a3da19,2640,2640,0
0x55930f9e275fd4240bc728761c13234e5946324f,4818,4817,1
0x7844664154bc39195bad5d3ccf25c5de929fa430,6593.4,6593.4,0
0x1f0791a7555e64d6b19db6a20856be0b8d6f757a,6534,6534,0
0x4971ed6fe79a57f653a828177d134ab1b7929101,1584,1584,0
0x3d2e75b1febe9c64651c57af9e93cf66fa86ac9e,6600,6600,0
